,Rk,Player,Pos,ATOI,Team,Year
33,,Team Total,,,Team2,2003
0,1.0,Martin St. Louis*,RW,20:35,Team1,2004
1,2.0,Cory Stillman,LW,19:32,Team1,2004
2,3.0,Brad Richards,C,20:26,Team1,2004
3,4.0,Vincent Lecavalier,C,18:04,Team1,2004
4,5.0,Fredrik Modin,LW,18:12,Team1,2004
5,6.0,Dave Andreychuk*,RW,17:06,Team1,2004
6,7.0,Ruslan Fedotenko,LW,14:39,Team1,2004
7,8.0,Dan Boyle,D,22:46,Team1,2004
8,9.0,Pavel Kubina,D,21:09,Team1,2004
9,10.0,Tim Taylor,C,12:54,Team1,2004
10,11.0,Brad Lukowich,D,18:45,Team1,2004
11,12.0,Cory Sarich,D,18:31,Team1,2004
12,13.0,Dmitry Afanasenkov,RW,12:21,Team1,2004
13,14.0,Ben Clymer,RW,9:48,Team1,2004
14,15.0,Martin Cibak,C,7:35,Team1,2004
15,16.0,Jassen Cullimore,D,19:02,Team1,2004
16,17.0,Darryl Sydor,D,19:06,Team1,2004
17,18.0,Chris Dingman,LW,8:16,Team1,2004
18,19.0,Shane Willis,RW,13:50,Team1,2004
19,20.0,Nolan Pratt,D,16:25,Team1,2004
20,21.0,Alexander Svitov,C,9:18,Team1,2004
21,22.0,Andre Roy,RW,7:52,Team1,2004
22,23.0,Nikolai Khabibulin,G,59:31,Team1,2004
23,24.0,John Grahame,G,58:13,Team1,2004
24,25.0,Eric Perrin,C,8:32,Team1,2004
25,26.0,Darren Rumble,D,11:34,Team1,2004
26,,Team Total,,,Team1,2004
0,1.0,Jarome Iginla,RW,21:18,Team2,2004
1,2.0,Craig Conroy,C,19:13,Team2,2004
2,3.0,Shean Donovan,RW,14:55,Team2,2004
3,4.0,Martin Gelinas,LW,14:50,Team2,2004
4,5.0,Jordan Leopold,D,22:14,Team2,2004
5,6.0,Dean McAmmond,LW,16:52,Team2,2004
6,7.0,Matthew Lombardi,C,14:26,Team2,2004
7,8.0,Oleg Saprykin,LW,13:48,Team2,2004
8,9.0,Steve Reinprecht,C,17:05,Team2,2004
9,10.0,Chris Clark,RW,14:05,Team2,2004
10,11.0,Toni Lydman,D,21:13,Team2,2004
11,12.0,Robyn Regehr,D,22:21,Team2,2004
12,13.0,Chuck Kobasew,RW,10:22,Team2,2004
13,14.0,Stephane Yelle,C,15:48,Team2,2004
14,15.0,Rhett Warrener,D,19:52,Team2,2004
15,16.0,Andrew Ference,D,18:40,Team2,2004
16,17.0,Denis Gauthier,D,18:43,Team2,2004
17,18.0,Ville Nieminen,RW,14:36,Team2,2004
18,19.0,Josh Green,LW,11:18,Team2,2004
19,20.0,Marcus Nilson,LW,16:43,Team2,2004
20,21.0,Krzysztof Oliwa,LW,4:56,Team2,2004
21,22.0,Chris Simon,LW,16:38,Team2,2004
22,23.0,Blair Betts,C,12:46,Team2,2004
23,24.0,Steve Montador,D,11:46,Team2,2004
24,25.0,Dave Lowry,LW,9:13,Team2,2004
25,26.0,Lynn Loyns,LW,11:13,Team2,2004
26,27.0,Jason Morgan,LW,9:45,Team2,2004
27,28.0,Miikka Kiprusoff,G,60:40,Team2,2004
28,29.0,Jamie McLennan,G,55:38,Team2,2004
29,30.0,Dany Sabourin,G,42:11,Team2,2004
30,31.0,Roman Turek,G,57:17,Team2,2004
31,32.0,Mike Commodore,D,15:17,Team2,2004
32,33.0,Martin Sonnenberg,LW,8:51,Team2,2004
33,,Team Total,,,Team2,2004
0,1.0,Ales Hemsky,RW,16:59,Team1,2006
1,2.0,Shawn Horcoff,LW,19:59,Team1,2006
2,3.0,Jarret Stoll,C,18:23,Team1,2006
3,4.0,Ryan Smyth,LW,20:13,Team1,2006
4,5.0,Chris Pronger*,D,27:59,Team1,2006
5,6.0,Raffi Torres,LW,13:24,Team1,2006
6,7.0,Fernando Pisani,C,13:51,Team1,2006
7,8.0,Marc-Andre Bergeron,D,21:14,Team1,2006
8,9.0,Radek Dvorak,RW,16:34,Team1,2006
9,10.0,Steve Staios,D,20:53,Team1,2006
10,11.0,Ethan Moreau,LW,15:59,Team1,2006
11,12.0,Marty Reasoner,C,12:45,Team1,2006
12,13.0,Michael Peca,C,16:39,Team1,2006
13,14.0,Jaroslav Spacek,D,24:37,Team1,2006
14,15.0,Jason Smith,D,19:39,Team1,2006
15,16.0,Sergei Samsonov,LW,15:26,Team1,2006
16,17.0,Georges Laraque,RW,6:35,Team1,2006
17,18.0,Igor Ulanov,D,16:27,Team1,2006
18,19.0,Todd Harvey,RW,7:33,Team1,2006
19,20.0,Cory Cross,D,12:46,Team1,2006
20,21.0,Dick Tarnstrom,D,16:58,Team1,2006
21,22.0,Jani Rita,LW,6:46,Team1,2006
22,23.0,Rem Murray,C,7:49,Team1,2006
23,24.0,Alexei Semenov,D,10:49,Team1,2006
24,25.0,Matt Greene,D,11:13,Team1,2006
25,26.0,Marc Pouliot,C,8:30,Team1,2006
26,27.0,Jussi Markkanen,G,54:29,Team1,2006
27,28.0,Dwayne Roloson,G,61:12,Team1,2006
28,29.0,Brad Winchester,LW,6:05,Team1,2006
29,30.0,Kyle Brodziak,C,11:02,Team1,2006
30,31.0,Ty Conklin,G,51:14,Team1,2006
31,32.0,Jean-Francois Jacques,LW,6:43,Team1,2006
32,33.0,Krys Kolanos,C,7:39,Team1,2006
33,34.0,Mike Morrison,G,42:27,Team1,2006
34,35.0,Mathieu Roy,D,13:00,Team1,2006
35,36.0,Dan Smith,D,11:21,Team1,2006
36,37.0,Yan Stastny,C,6:53,Team1,2006
37,38.0,Danny Syvret,D,12:19,Team1,2006
38,,Team Total,,,Team1,2006
0,1.0,Eric Staal,C,19:39,Team2,2006
1,2.0,Justin Williams,RW,21:08,Team2,2006
2,3.0,Cory Stillman,LW,18:40,Team2,2006
3,4.0,Rod Brind'Amour,C,24:18,Team2,2006
4,5.0,Erik Cole,RW,19:18,Team2,2006
5,6.0,Ray Whitney,RW,17:11,Team2,2006
6,7.0,Matt Cullen,C,16:26,Team2,2006
7,8.0,Frantisek Kaberle,D,19:37,Team2,2006
8,9.0,Bret Hedican,D,20:19,Team2,2006
9,10.0,Aaron Ward,D,19:07,Team2,2006
10,11.0,Kevyn Adams,C,12:53,Team2,2006
11,12.0,Oleg Tverdovsky,D,16:36,Team2,2006
12,13.0,Craig Adams,RW,12:18,Team2,2006
13,14.0,Doug Weight,C,17:35,Team2,2006
14,15.0,Mike Commodore,D,15:30,Team2,2006
15,16.0,Chad Larose,RW,10:35,Team2,2006
16,17.0,Andrew Ladd,LW,11:10,Team2,2006
17,18.0,Andrew Hutchinson,D,10:22,Team2,2006
18,19.0,Glen Wesley,D,15:28,Team2,2006
19,20.0,Josef Vasicek,C,15:23,Team2,2006
20,21.0,Niclas Wallin,D,16:50,Team2,2006
21,22.0,Mark Recchi*,RW,17:37,Team2,2006
22,23.0,Niklas Nordgren,LW,7:28,Team2,2006
23,24.0,Anton Babchuk,D,13:22,Team2,2006
24,25.0,Radim Vrbata,RW,12:37,Team2,2006
25,26.0,Martin Gerber,G,58:13,Team2,2006
26,27.0,Cam Ward,G,53:00,Team2,2006
27,28.0,Mike Zigomanis,C,9:25,Team2,2006
28,29.0,Keith Aucoin,C,5:19,Team2,2006
29,30.0,David Gove,C,7:12,Team2,2006
30,31.0,Danny Richmond,D,9:00,Team2,2006
31,32.0,Jesse Boulerice,RW,2:30,Team2,2006
32,,Team Total,,,Team2,2006
0,1.0,Dany Heatley,RW,21:02,Team1,2007
1,2.0,Jason Spezza,C,19:17,Team1,2007
2,3.0,Daniel Alfredsson,RW,21:35,Team1,2007
3,4.0,Mike Fisher,C,18:25,Team1,2007
4,5.0,Peter Schaefer,LW,16:44,Team1,2007
5,6.0,Antoine Vermette,C,15:42,Team1,2007
6,7.0,Chris Kelly,C,15:18,Team1,2007
7,8.0,Tom Preissing,D,15:15,Team1,2007
8,9.0,Joe Corvo,D,18:04,Team1,2007
9,10.0,Wade Redden,D,22:54,Team1,2007
10,11.0,Andrej Meszaros,D,21:41,Team1,2007
11,12.0,Patrick Eaves,RW,12:13,Team1,2007
12,13.0,Dean McAmmond,LW,11:08,Team1,2007
13,14.0,Chris Neil,RW,13:08,Team1,2007
14,15.0,Chris Phillips,D,22:22,Team1,2007
15,16.0,Mike Comrie,C,14:27,Team1,2007
16,17.0,Christoph Schubert,D,11:13,Team1,2007
17,18.0,Anton Volchenkov,D,21:17,Team1,2007
18,19.0,Denis Hamel,LW,5:38,Team1,2007
19,20.0,Oleg Saprykin,LW,7:25,Team1,2007
20,21.0,Brian McGrattan,RW,3:51,Team1,2007
21,22.0,Josh Hennessy,C,5:39,Team1,2007
22,23.0,Ray Emery,G,57:47,Team1,2007
23,24.0,Alexei Kaigorodov,C,4:53,Team1,2007
24,25.0,Danny Bois,RW,3:53,Team1,2007
25,26.0,Martin Gerber,G,55:08,Team1,2007
26,27.0,Tomas Malec,D,14:47,Team1,2007
27,28.0,Lawrence Nycholat,D,12:48,Team1,2007
28,29.0,Serge Payer,C,7:01,Team1,2007
29,,Team Total,,,Team1,2007
0,1.0,Teemu Selanne*,RW,17:42,Team2,2007
1,2.0,Andy McDonald,C,17:35,Team2,2007
2,3.0,Scott Niedermayer*,D,27:31,Team2,2007
3,4.0,Chris Kunitz,LW,17:03,Team2,2007
4,5.0,Chris Pronger*,D,27:06,Team2,2007
5,6.0,Ryan Getzlaf,C,15:04,Team2,2007
6,7.0,Dustin Penner,RW,13:59,Team2,2007
7,8.0,Corey Perry,RW,12:28,Team2,2007
8,9.0,Francois Beauchemin,D,25:28,Team2,2007
9,10.0,Samuel Pahlsson,C,17:22,Team2,2007
10,11.0,Todd Marchant,C,15:10,Team2,2007
11,12.0,Travis Moen,LW,14:48,Team2,2007
12,13.0,Sean O'Donnell,D,19:55,Team2,2007
13,14.0,Rob Niedermayer,C,16:39,Team2,2007
14,15.0,Shane O'Brien,D,14:04,Team2,2007
15,16.0,Ryan Shannon,RW,10:39,Team2,2007
16,17.0,Ric Jackman,D,14:38,Team2,2007
17,18.0,Shawn Thornton,LW,8:26,Team2,2007
18,19.0,Joe DiPenta,D,12:09,Team2,2007
19,20.0,Todd Fedoruk,LW,7:30,Team2,2007
20,21.0,Kent Huskins,D,14:04,Team2,2007
21,22.0,Travis Green,C,7:58,Team2,2007
22,23.0,Jean-Sebastien Giguere,G,57:56,Team2,2007
23,24.0,Tim Brent,C,6:55,Team2,2007
24,25.0,Curtis Glencross,LW,10:43,Team2,2007
25,26.0,Bjorn Melin,RW,7:19,Team2,2007
26,27.0,George Parros,RW,5:09,Team2,2007
27,28.0,Brad May,LW,8:39,Team2,2007
28,29.0,Michael Wall,G,50:26,Team2,2007
29,30.0,Ilya Bryzgalov,G,55:52,Team2,2007
30,31.0,Sebastien Caron,G,28:18,Team2,2007
31,32.0,Stanislav Chistov,RW,4:09,Team2,2007
32,33.0,Mark Hartigan,C,7:41,Team2,2007
33,34.0,Ian Moran,D,6:06,Team2,2007
34,35.0,Aaron Rome,D,14:31,Team2,2007
35,,Team Total,,,Team2,2007
0,1.0,Evgeni Malkin,C,21:19,Team1,2008
1,2.0,Sidney Crosby,C,20:51,Team1,2008
2,3.0,Sergei Gonchar,D,25:55,Team1,2008
3,4.0,Petr Sykora,RW,16:51,Team1,2008
4,5.0,Ryan Malone,LW,19:05,Team1,2008
5,6.0,Ryan Whitney,D,22:27,Team1,2008
6,7.0,Jordan Staal,C,18:16,Team1,2008
7,8.0,Maxime Talbot,C,15:28,Team1,2008
8,9.0,Colby Armstrong,RW,15:24,Team1,2008
9,10.0,Erik Christensen,C,12:37,Team1,2008
10,11.0,Tyler Kennedy,C,12:13,Team1,2008
11,12.0,Kris Letang,D,18:10,Team1,2008
12,13.0,Jarkko Ruutu,LW,10:12,Team1,2008
13,14.0,Gary Roberts,LW,13:20,Team1,2008
14,15.0,Georges Laraque,RW,7:42,Team1,2008
15,16.0,Darryl Sydor,D,17:33,Team1,2008
16,17.0,Jeff Taffe,LW,9:35,Team1,2008
17,18.0,Pascal Dupuis,LW,16:50,Team1,2008
18,19.0,Brooks Orpik,D,16:58,Team1,2008
19,20.0,Marian Hossa,RW,18:34,Team1,2008
20,21.0,Mark Recchi*,RW,16:25,Team1,2008
21,22.0,Adam Hall,RW,11:52,Team1,2008
22,23.0,Rob Scuderi,D,18:45,Team1,2008
23,24.0,Hal Gill,D,17:31,Team1,2008
24,25.0,Mark Eaton,D,19:40,Team1,2008
25,26.0,Chris Minard,LW,3:53,Team1,2008
26,27.0,Alex Goligoski,D,13:56,Team1,2008
27,28.0,Connor James,LW,7:26,Team1,2008
28,29.0,Ty Conklin,G,56:32,Team1,2008
29,30.0,Marc-Andre Fleury,G,53:04,Team1,2008
30,31.0,Ryan Stone,C,6:25,Team1,2008
31,32.0,Kris Beech,C,8:14,Team1,2008
32,33.0,Tim Brent,C,4:34,Team1,2008
33,34.0,Jonathan Filewich,RW,8:42,Team1,2008
34,35.0,Alain Nasreddine,D,12:53,Team1,2008
35,36.0,Dany Sabourin,G,51:44,Team1,2008
36,37.0,Nathan Smith,C,7:41,Team1,2008
37,,Team Total,,,Team1,2008
0,1.0,Pavel Datsyuk,C,21:23,Team2,2008
1,2.0,Henrik Zetterberg,LW,22:04,Team2,2008
2,3.0,Nicklas Lidstrom*,D,26:43,Team2,2008
3,4.0,Brian Rafalski,D,24:04,Team2,2008
4,5.0,Dan Cleary,RW,17:23,Team2,2008
5,6.0,Jiri Hudler,RW,13:10,Team2,2008
6,7.0,Tomas Holmstrom,RW,17:33,Team2,2008
7,8.0,Mikael Samuelsson,RW,16:16,Team2,2008
8,9.0,Johan Franzen,C,17:44,Team2,2008
9,10.0,Valtteri Filppula,C,16:58,Team2,2008
10,11.0,Niklas Kronwall,D,21:06,Team2,2008
11,12.0,Kris Draper,C,15:38,Team2,2008
12,13.0,Brett Lebda,D,16:29,Team2,2008
13,14.0,Tomas Kopecky,RW,9:37,Team2,2008
14,15.0,Chris Chelios*,D,16:58,Team2,2008
15,16.0,Andreas Lilja,D,18:14,Team2,2008
16,17.0,Kirk Maltby,LW,12:04,Team2,2008
17,18.0,Dallas Drake,RW,10:42,Team2,2008
18,19.0,Matt Ellis,LW,5:23,Team2,2008
19,20.0,Mark Hartigan,C,7:09,Team2,2008
20,21.0,Aaron Downey,RW,4:35,Team2,2008
21,22.0,Derek Meech,D,12:08,Team2,2008
22,23.0,Chris Osgood,G,56:01,Team2,2008
23,24.0,Brad Stuart,D,20:46,Team2,2008
24,25.0,Jonathan Ericsson,D,15:58,Team2,2008
25,26.0,Dominik Hasek*,G,57:19,Team2,2008
26,27.0,Darren McCarty,RW,7:47,Team2,2008
27,28.0,Mattias Ritola,C,5:47,Team2,2008
28,29.0,Justin Abdelkader,LW,12:13,Team2,2008
29,30.0,Darren Helm,C,7:00,Team2,2008
30,31.0,Jimmy Howard,G,49:16,Team2,2008
31,32.0,Kyle Quincey,D,13:58,Team2,2008
32,33.0,Garrett Stafford,D,6:45,Team2,2008
33,,Team Total,,,Team2,2008
0,1.0,Evgeni Malkin,C,22:31,Team1,2009
1,2.0,Sidney Crosby,C,21:57,Team1,2009
2,3.0,Jordan Staal,C,19:51,Team1,2009
3,4.0,Petr Sykora,RW,16:17,Team1,2009
4,5.0,Ruslan Fedotenko,LW,14:06,Team1,2009
5,6.0,Miroslav Satan,RW,15:45,Team1,2009
6,7.0,Tyler Kennedy,C,13:46,Team1,2009
7,8.0,Kris Letang,D,21:09,Team1,2009
8,9.0,Matt Cooke,LW,14:13,Team1,2009
9,10.0,Pascal Dupuis,LW,14:13,Team1,2009
10,11.0,Maxime Talbot,C,14:08,Team1,2009
11,12.0,Alex Goligoski,D,18:18,Team1,2009
12,13.0,Sergei Gonchar,D,25:11,Team1,2009
13,14.0,Brooks Orpik,D,20:20,Team1,2009
14,15.0,Chris Kunitz,LW,16:17,Team1,2009
15,16.0,Rob Scuderi,D,19:10,Team1,2009
16,17.0,Ryan Whitney,D,24:34,Team1,2009
17,18.0,Bill Guerin,RW,14:44,Team1,2009
18,19.0,Hal Gill,D,17:54,Team1,2009
19,20.0,Mark Eaton,D,17:46,Team1,2009
20,21.0,Philippe Boucher,D,19:05,Team1,2009
21,22.0,Mike Zigomanis,C,11:26,Team1,2009
22,23.0,Eric Godard,RW,4:04,Team1,2009
23,24.0,Bill Thomas,RW,9:31,Team1,2009
24,25.0,Dustin Jeffrey,C,10:47,Team1,2009
25,26.0,Chris Minard,LW,9:25,Team1,2009
26,27.0,Darryl Sydor,D,14:23,Team1,2009
27,28.0,Jeff Taffe,LW,8:30,Team1,2009
28,29.0,Tim Wallace,RW,8:07,Team1,2009
29,30.0,Luca Caputi,LW,10:16,Team1,2009
30,31.0,Craig Adams,RW,8:34,Team1,2009
31,32.0,Paul Bissonnette,LW,3:31,Team1,2009
32,33.0,Marc-Andre Fleury,G,58:44,Team1,2009
33,34.0,John Curry,G,49:55,Team1,2009
34,35.0,Mathieu Garon,G,51:28,Team1,2009
35,36.0,Connor James,LW,8:15,Team1,2009
36,37.0,Ben Lovejoy,D,11:53,Team1,2009
37,38.0,Janne Pesonen,LW,7:27,Team1,2009
38,39.0,Dany Sabourin,G,52:05,Team1,2009
39,40.0,Ryan Stone,C,10:20,Team1,2009
40,,Team Total,,,Team1,2009
0,1.0,Pavel Datsyuk,C,19:13,Team2,2009
1,2.0,Henrik Zetterberg,C,19:53,Team2,2009
2,3.0,Marian Hossa,RW,17:48,Team2,2009
3,4.0,Johan Franzen,RW,18:06,Team2,2009
4,5.0,Nicklas Lidstrom*,D,24:49,Team2,2009
5,6.0,Brian Rafalski,D,23:10,Team2,2009
6,7.0,Jiri Hudler,RW,13:39,Team2,2009
7,8.0,Niklas Kronwall,D,22:54,Team2,2009
8,9.0,Mikael Samuelsson,RW,15:22,Team2,2009
9,10.0,Dan Cleary,RW,16:56,Team2,2009
10,11.0,Valtteri Filppula,C,16:06,Team2,2009
11,12.0,Tomas Holmstrom,RW,15:16,Team2,2009
12,13.0,Tomas Kopecky,RW,10:25,Team2,2009
13,14.0,Kris Draper,C,11:59,Team2,2009
14,15.0,Brett Lebda,D,13:39,Team2,2009
15,16.0,Brad Stuart,D,20:13,Team2,2009
16,17.0,Andreas Lilja,D,17:00,Team2,2009
17,18.0,Kirk Maltby,LW,9:08,Team2,2009
18,19.0,Ville Leino,LW,12:42,Team2,2009
19,20.0,Derek Meech,D,10:03,Team2,2009
20,21.0,Jonathan Ericsson,D,17:40,Team2,2009
21,22.0,Aaron Downey,RW,5:13,Team2,2009
22,23.0,Chris Osgood,G,57:53,Team2,2009
23,24.0,Darren McCarty,RW,5:17,Team2,2009
24,25.0,Darren Helm,C,12:26,Team2,2009
25,26.0,Justin Abdelkader,LW,9:18,Team2,2009
26,27.0,Chris Chelios*,D,11:40,Team2,2009
27,28.0,Ty Conklin,G,56:09,Team2,2009
28,29.0,Jimmy Howard,G,58:36,Team2,2009
29,,Team Total,,,Team2,2009
0,1.0,Mike Richards,C,20:24,Team1,2010
1,2.0,Jeff Carter,C,19:18,Team1,2010
2,3.0,Chris Pronger*,D,25:56,Team1,2010
3,4.0,Daniel Briere,C,16:35,Team1,2010
4,5.0,Claude Giroux,RW,16:37,Team1,2010
5,6.0,Scott Hartnell,RW,15:43,Team1,2010
6,7.0,Simon Gagne,LW,18:37,Team1,2010
7,8.0,Kimmo Timonen,D,22:53,Team1,2010
8,9.0,James van Riemsdyk,LW,12:58,Team1,2010
9,10.0,Matt Carle,D,23:23,Team1,2010
10,11.0,Arron Asham,RW,10:04,Team1,2010
11,12.0,Daniel Carcillo,LW,11:15,Team1,2010
12,13.0,Ian Laperriere,C,12:30,Team1,2010
13,14.0,Braydon Coburn,D,21:08,Team1,2010
14,15.0,Blair Betts,C,12:37,Team1,2010
15,16.0,Darroll Powe,C,12:05,Team1,2010
16,17.0,Oskars Bartulis,D,13:59,Team1,2010
17,18.0,Ville Leino,LW,12:40,Team1,2010
18,19.0,Mika Pyorala,C,13:36,Team1,2010
19,20.0,Danny Syvret,D,12:29,Team1,2010
20,21.0,David Laliberte,RW,7:47,Team1,2010
21,22.0,Ryan Parent,D,14:46,Team1,2010
22,23.0,Lukas Krajicek,D,16:58,Team1,2010
23,24.0,Jon Kalinski,C,6:57,Team1,2010
24,25.0,Ole-Kristian Tollefsen,D,9:52,Team1,2010
25,26.0,Brian Boucher,G,52:47,Team1,2010
26,27.0,Ray Emery,G,58:03,Team1,2010
27,28.0,Michael Leighton,G,53:40,Team1,2010
28,29.0,Andreas Nodl,RW,8:55,Team1,2010
29,30.0,Johan Backlund,G,40:00,Team1,2010
30,31.0,Riley Cote,LW,3:02,Team1,2010
31,32.0,Jeremy Duchesne,G,16:44,Team1,2010
32,33.0,Jared Ross,C,7:39,Team1,2010
33,,Team Total,,,Team1,2010
0,1.0,Patrick Kane,RW,19:12,Team2,2010
1,2.0,Duncan Keith,D,26:36,Team2,2010
2,3.0,Jonathan Toews,C,20:00,Team2,2010
3,4.0,Patrick Sharp,C,18:07,Team2,2010
4,5.0,Marian Hossa,RW,18:44,Team2,2010
5,6.0,Kris Versteeg,RW,15:44,Team2,2010
6,7.0,Troy Brouwer,RW,16:22,Team2,2010
7,8.0,Andrew Ladd,LW,13:42,Team2,2010
8,9.0,Brian Campbell,D,23:13,Team2,2010
9,10.0,Dustin Byfuglien,D,16:25,Team2,2010
10,11.0,Brent Seabrook,D,23:13,Team2,2010
11,12.0,John Madden,C,15:25,Team2,2010
12,13.0,Tomas Kopecky,RW,9:29,Team2,2010
13,14.0,Colin Fraser,C,9:36,Team2,2010
14,15.0,Niklas Hjalmarsson,D,19:40,Team2,2010
15,16.0,Ben Eager,LW,8:20,Team2,2010
16,17.0,Dave Bolland,C,17:22,Team2,2010
17,18.0,Cam Barker,D,13:06,Team2,2010
18,19.0,Jordan Hendry,D,11:51,Team2,2010
19,20.0,Brent Sopel,D,14:52,Team2,2010
20,21.0,Bryan Bickell,LW,9:36,Team2,2010
21,22.0,Adam Burish,C,8:46,Team2,2010
22,23.0,Kim Johnsson,D,16:24,Team2,2010
23,24.0,Jake Dowell,C,6:56,Team2,2010
24,25.0,Jack Skille,RW,7:40,Team2,2010
25,26.0,Andrew Ebbett,C,10:43,Team2,2010
26,27.0,Nick Boynton,D,15:56,Team2,2010
27,28.0,Antti Niemi,G,56:10,Team2,2010
28,29.0,Corey Crawford,G,59:13,Team2,2010
29,30.0,Cristobal Huet,G,56:54,Team2,2010
30,31.0,Radek Smolenak,LW,4:41,Team2,2010
31,,Team Total,,,Team2,2010
0,1.0,Daniel Sedin,LW,18:33,Team1,2011
1,2.0,Henrik Sedin,C,19:16,Team1,2011
2,3.0,Ryan Kesler,C,20:30,Team1,2011
3,4.0,Mikael Samuelsson,RW,16:38,Team1,2011
4,5.0,Christian Ehrhoff,D,23:59,Team1,2011
5,6.0,Alexandre Burrows,LW,17:02,Team1,2011
6,7.0,Mason Raymond,LW,15:48,Team1,2011
7,8.0,Alexander Edler,D,24:17,Team1,2011
8,9.0,Manny Malhotra,C,16:10,Team1,2011
9,10.0,Raffi Torres,LW,12:29,Team1,2011
10,11.0,Jannik Hansen,LW,14:43,Team1,2011
11,12.0,Dan Hamhuis,D,22:41,Team1,2011
12,13.0,Kevin Bieksa,D,22:28,Team1,2011
13,14.0,Jeff Tambellini,LW,11:47,Team1,2011
14,15.0,Tanner Glass,LW,8:56,Team1,2011
15,16.0,Sami Salo,D,20:21,Team1,2011
16,17.0,Keith Ballard,D,15:54,Team1,2011
17,18.0,Andrew Alberts,D,15:10,Team1,2011
18,19.0,Chris Higgins,C,15:07,Team1,2011
19,20.0,Aaron Rome,D,17:25,Team1,2011
20,21.0,Alexandre Bolduc,C,7:26,Team1,2011
21,22.0,Roberto Luongo,G,59:50,Team1,2011
22,23.0,Victor Oreskovich,D,7:54,Team1,2011
23,24.0,Cory Schneider,G,54:52,Team1,2011
24,25.0,Cody Hodgson,C,7:45,Team1,2011
25,26.0,Peter Schaefer,LW,9:41,Team1,2011
26,27.0,Lee Sweatt,D,13:23,Team1,2011
27,28.0,Aaron Volpatti,RW,6:50,Team1,2011
28,29.0,Mario Bliznak,C,6:37,Team1,2011
29,30.0,Maxim Lapierre,C,11:32,Team1,2011
30,31.0,Sergei Shirokov,LW,10:18,Team1,2011
31,32.0,Rick Rypien,C,5:07,Team1,2011
32,33.0,Chris Tanev,D,13:47,Team1,2011
33,34.0,Jonas Andersson,RW,6:03,Team1,2011
34,35.0,Guillaume Desbiens,D,7:21,Team1,2011
35,36.0,Evan Oberg,D,9:50,Team1,2011
36,37.0,Ryan Parent,D,13:54,Team1,2011
37,38.0,Joel Perrault,C,7:12,Team1,2011
38,39.0,Yann Sauve,D,13:00,Team1,2011
39,,Team Total,,,Team1,2011
0,1.0,Milan Lucic,LW,16:35,Team2,2011
1,2.0,David Krejci,C,18:51,Team2,2011
2,3.0,Patrice Bergeron,C,17:53,Team2,2011
3,4.0,Nathan Horton,C,16:17,Team2,2011
4,5.0,Mark Recchi*,RW,16:06,Team2,2011
5,6.0,Zdeno Chara,D,25:26,Team2,2011
6,7.0,Brad Marchand,C,13:59,Team2,2011
7,8.0,Michael Ryder,RW,14:29,Team2,2011
8,9.0,Dennis Seidenberg,D,23:33,Team2,2011
9,10.0,Gregory Campbell,C,13:26,Team2,2011
10,11.0,Blake Wheeler,RW,15:12,Team2,2011
11,12.0,Tyler Seguin,C,12:13,Team2,2011
12,13.0,Shawn Thornton,RW,10:05,Team2,2011
13,14.0,Johnny Boychuk,D,20:30,Team2,2011
14,15.0,Andrew Ference,D,17:59,Team2,2011
15,16.0,Adam McQuaid,D,14:52,Team2,2011
16,17.0,Daniel Paille,LW,11:18,Team2,2011
17,18.0,Steven Kampfer,D,17:44,Team2,2011
18,19.0,Marc Savard,C,15:48,Team2,2011
19,20.0,Tomas Kaberle,D,21:15,Team2,2011
20,21.0,Rich Peverley,C,15:46,Team2,2011
21,22.0,Jordan Caron,RW,12:40,Team2,2011
22,23.0,Chris Kelly,C,14:52,Team2,2011
23,24.0,Mark Stuart,D,16:15,Team2,2011
24,25.0,Matt Hunwick,D,16:13,Team2,2011
25,26.0,Tim Thomas,G,59:01,Team2,2011
26,27.0,Zach Hamill,C,10:28,Team2,2011
27,28.0,Jamie Arniel,C,12:26,Team2,2011
28,29.0,Matt Bartkowski,D,9:10,Team2,2011
29,30.0,Shane Hnidy,D,14:47,Team2,2011
30,31.0,Tuukka Rask,G,54:58,Team2,2011
31,,Team Total,,,Team2,2011
0,1.0,Ilya Kovalchuk,LW,24:26,Team1,2012
1,2.0,Patrik Elias,LW,19:51,Team1,2012
2,3.0,Zach Parise,C,21:29,Team1,2012
3,4.0,Adam Henrique,C,18:10,Team1,2012
4,5.0,David Clarkson,RW,16:22,Team1,2012
5,6.0,Petr Sykora,RW,15:54,Team1,2012
6,7.0,Dainius Zubrus,RW,18:41,Team1,2012
7,8.0,Alexei Ponikarovsky,LW,14:34,Team1,2012
8,9.0,Adam Larsson,D,20:37,Team1,2012
9,10.0,Mark Fayne,D,20:11,Team1,2012
10,11.0,Andy Greene,D,19:30,Team1,2012
11,12.0,Kurtis Foster,D,17:09,Team1,2012
12,13.0,Anton Volchenkov,D,17:59,Team1,2012
13,14.0,Jacob Josefson,C,12:06,Team1,2012
14,15.0,Bryce Salvador,D,20:13,Team1,2012
15,16.0,Ryan Carter,C,10:28,Team1,2012
16,17.0,Marek Zidlicky,D,22:34,Team1,2012
17,18.0,Nick Palmieri,RW,10:38,Team1,2012
18,19.0,Matt Taormina,D,16:32,Team1,2012
19,20.0,Travis Zajac,C,17:22,Team1,2012
20,21.0,Steve Bernier,RW,11:58,Team1,2012
21,22.0,Mattias Tedenby,LW,10:45,Team1,2012
